36969,1,MW
36970,1,NG
36971,1,EG
36972,1,SD
36973,1,CI
36974,1,CI
36975,1,KE
36976,1,AO
36977,1,UG
36978,1,EG
36979,1,NG
36980,1,ZA
36981,1,DZ
36982,1,ZA
36983,1,ZA
36985,1,ZA
36986,1,ZW
36987,1,KE
36988,1,SL
36989,1,DZ
36990,1,EG
36991,1,UG
36992,1,EG
36993,1,NG
36994,1,ZA
36995,1,CI
36996,1,NA
36997,1,UG
36998,1,SD
36999,1,NA
37001,1,NG
37002,1,RE
37003,1,EG
37005,1,NG
37006,1,RW
37007,1,ZA
37008,1,BF
37009,1,NA
37010,1,RW
37011,1,AO
37012,1,GH
37013,1,TZ
37014,1,BW
37016,1,ZA
37018,1,NG
37019,1,KE
37020,1,CD
37023,1,NG
37024,1,ZW
37025,1,NG
37026,1,NA
37027,1,TZ
37028,1,ZA
37030,1,GH
37031,1,EG
37032,1,GH
37033,1,CG
37034,1,CM
37035,1,TZ
37036,1,AO
37037,1,MG
37038,1,NE
37039,1,BJ
37042,1,MZ
37043,1,ZM
37044,1,KE
37045,1,TZ
37046,1,MU
37047,1,MZ
37048,1,UG
37049,1,ZA
37051,1,BW
37052,1,KE
37053,1,ZA
37054,1,MG
37055,1,ZA
37056,1,NG
37057,1,LS
37058,1,NG
37059,1,AO
37060,1,ZA
37061,1,KE
37062,1,AO
37063,1,UG
37064,1,MZ
37066,1,EG
37068,1,ZA
37069,1,EG
37070,1,ZA
37072,1,ZA
37073,1,BF
37074,1,ZA
37075,1,UG
37076,1,NG
37077,1,NG
37078,1,ZA
37079,1,ZA
37081,1,AO
37084,1,TZ
37085,1,TZ
37086,1,CF
37087,1,GH
37088,1,NG
37089,1,CM
37090,1,BJ
37091,1,EG
37094,1,LR
37095,1,MU
37096,1,NA
37098,1,MW
37099,1,MZ
37100,1,MU
37101,1,TZ
37102,1,CD
37103,1,GH
37104,1,NG
37105,1,ZA
37106,1,NG
37107,1,TN
37108,1,ML
37109,1,KE
37110,1,MZ
37112,1,EG
37113,1,UG
37114,1,NG
37115,1,UG
37116,1,ZA
37117,1,SL
37118,1,ZA
37119,1,AO
37120,1,TZ
37121,1,ZA
37122,1,UG
37123,1,ZW
37124,1,RW
37125,1,NG
37126,1,TZ
37127,1,NG
37129,1,KE
37130,1,ZA
37132,1,EG
37133,1,TZ
37134,1,NG
37135,1,MZ
37136,1,BJ
37137,1,KE
37138,1,ZA
37139,1,MZ
37140,1,GH
37141,1,GN
37142,1,TZ
37143,1,TZ
37144,1,NG
37145,1,ZA
37146,1,ZM
37147,1,AO
37148,1,NG
37149,1,TZ
37150,1,ZA
37153,1,ZA
37154,1,ZM
37155,1,AO
37156,1,KE
37157,1,ZA
37159,1,ZA
37160,1,ZA
37161,1,GH
37162,1,GH
37163,1,BF
37164,1,SL
37165,1,KE
37166,1,KE
37167,1,ZA
37168,1,ZA
37169,1,GA
37170,1,NG
37172,1,ZA
37173,1,GQ
37175,1,ZA
37177,1,MU
37178,1,NG
37179,1,ZA
37180,1,ZA
37181,1,MU
37182,1,TZ
37183,1,ZW
37184,1,ZW
37185,1,ZM
37186,1,ZA
37187,1,MW
37188,1,ZA
37189,1,ZW
37190,1,CI
37191,1,EG
37192,1,NG
37193,1,EG
37194,1,NG
37195,1,ZA
37196,1,SN
37197,1,SD
37198,1,EG
37199,1,ZA
37200,1,NG
37201,1,NA
37203,1,LR
37204,1,ZW
37205,1,NE
37206,1,UG
37207,1,NG
37208,1,SL
37209,1,NG
37210,1,KE
37211,1,SD
37212,1,GH
37213,1,TZ
37214,1,ZM
37215,1,MW
37216,1,GH
37218,1,TZ
37219,1,KE
37221,1,ZM
37222,1,NG
37223,1,MZ
37224,1,RW
37225,1,ZA
37226,1,EG
37228,1,RW
37229,1,TG
37230,1,NG
37231,1,ZA
37232,1,GH
37233,1,NE
37234,1,NG
37235,1,ZA
37236,1,ZA
37237,1,GH
37238,1,ZA
37239,1,ZA
37240,1,KE
37243,1,EG
37244,1,KE
37246,1,GA
37247,1,KE
37248,1,NG
37249,1,NG
37250,1,EG
37251,1,ZA
37252,1,EG
37253,1,ZA
37254,1,ZA
37255,1,GH
37256,1,SD
37257,1,BW
37258,1,NG
37259,1,ZA
37260,1,CD
37261,1,KE
37262,1,ZM
37263,1,GH
37264,1,AO
37266,1,ZA
37267,1,AO
37269,1,NG
37270,1,EG
37271,1,ZA
37272,1,AO
37273,1,UG
37274,1,KE
37275,1,ZA
37276,1,ZA
37277,1,ZA
37278,1,TZ
37279,1,EG
37280,1,NG
37281,1,CG
37282,1,NG
37283,1,ZA
37284,1,LY
37285,1,KE
37286,1,NG
37287,1,ZM
37288,1,SN
37289,1,GH
37292,1,BJ
37293,1,ZA
37294,1,MW
37295,1,NG
37296,1,NG
37297,1,NG
37298,1,KE
37299,1,LS
37300,1,MW
37301,1,MU
37302,1,ZA
37303,1,MG
37304,1,GH
37305,1,KE
37306,1,ZW
37307,1,KE
37308,1,NG
37309,1,GM
37310,1,ZA
37311,1,ZA
37312,1,ZA
37313,1,GH
37314,1,ZA
37315,1,ZA
37316,1,ZA
37317,1,ZA
37318,1,AO
37319,1,KE
37320,1,GH
37322,1,CG
37323,1,GM
37324,1,MU
37325,1,GN
37326,1,SO
37327,1,MG
37328,1,NG
37329,1,ZW
37330,1,KE
37331,1,LS
37332,1,ZW
37333,1,ZA
37334,1,ZA
37335,1,ZA
37336,1,BI
37337,1,GQ
37338,1,KE
37339,1,EG
37340,1,NG
37341,1,GH
37342,1,MZ
37343,1,SC
37344,1,ZW
37345,1,NG
37346,1,KE
37347,1,NG
37348,1,EG
37349,1,TZ
37350,1,GH
37351,1,TN
37352,1,ZA
37353,1,ZA
37354,1,KE
37355,1,ZW
37356,1,ZA
37357,1,ZA
37358,1,ZA
37359,1,TZ
37360,1,KE
37362,1,TZ
37363,1,ZA
37364,1,TZ
37366,1,AO
37367,1,KE
37368,1,ZA
37369,1,NG
37370,1,TZ
37371,1,SO
37372,1,TZ
37373,1,GH
37374,1,ZM
37375,1,ZW
37376,1,SS
37377,1,NG
37378,1,NG
37379,1,ZA
37380,1,BW
37381,1,CI
37382,1,BW
37383,1,AO
37384,1,AO
37385,1,NE
37386,1,UG
37387,1,ZA
37389,1,ZA
37390,1,GA
37391,1,ZW
37392,1,GH
37393,1,KE
37394,1,ZA
37395,1,BW
37398,1,NG
37399,1,ZA
37400,1,NG
37402,1,ZA
37403,1,ZA
37404,1,NG
37405,1,NG
37406,1,SS
37407,1,NG
37408,1,UG
37409,1,CG
37410,1,LR
37411,1,ZA
37412,1,ZA
37413,1,ZA
37414,1,CD
37415,1,CD
37416,1,NG
37417,1,ZA
37418,1,SL
37419,1,TZ
37420,1,NG
37421,1,KE
37422,1,ZA
37423,1,TZ
37424,1,BJ
37425,1,SO
37426,1,NG
37427,1,GN
37428,1,ZA
37429,1,BI
37430,1,GN
37431,1,CD
37432,1,AO
37433,1,NG
37434,1,LS
37435,1,NG
37436,1,MZ
37437,1,EG
37438,1,ZA
37439,1,ZA
37440,1,MW
37441,1,ZA
37442,1,ZW
37443,1,NG
37444,1,EG
37445,1,NG
37446,1,UG
37447,1,CD
37448,1,AO
37449,1,SL
37450,1,MA
37451,1,CG
37452,1,NG
37453,1,CD
37454,1,TZ
37455,1,MU
37456,1,SL
37457,1,ZA
37458,1,CD
37459,1,ZA
37460,1,CF
37461,1,GN
37462,1,TD
37463,1,CG
37465,1,NG
37466,1,NG
37467,1,ET
37468,1,AO
37469,1,BI
37470,1,KE
37471,1,CI
37472,1,NG
37473,1,SO
37474,1,ZA
37475,1,CM
37477,1,MZ
37478,1,GH
37479,1,ZA
37480,1,NG
37481,1,CG
37482,1,ZA
37483,1,CD
37484,1,ZA
37485,1,ZW
37486,1,GH
37487,1,GQ
37488,1,ZA
37489,1,MZ
37490,1,NG
37491,1,ZA
37492,1,TN
37493,1,GA
37495,1,NG
37496,1,TZ
37497,1,ZA
37498,1,KE
37499,1,KE
37500,1,CG
37501,1,ZA
37502,1,MW
37503,1,GM
37504,1,TN
37505,1,LS
37506,1,NG
37507,1,GH
37508,1,MR
37509,1,MZ
37510,1,SZ
37511,1,ZA
37512,1,GQ
37513,1,NA
37514,1,KE
37515,1,ZA
37516,1,UG
37517,1,CV
37518,1,SC
37519,1,ZA
37520,1,ZA
37521,1,NG
37522,1,NG
37523,1,ZA
37524,1,GM
37525,1,ZA
37526,1,BF
37527,1,ZA
37528,1,NG
37529,1,GQ
37531,1,NE
37532,1,ZM
37533,1,AO
37534,1,GH
37535,1,KE
37536,1,NG
37537,1,BW
37538,1,MU
37539,1,GH
37540,1,NG
37541,1,MR
37542,1,ZA
37543,1,KE
37544,1,TD
37545,1,BI
37546,1,ZA
37547,1,RW
37548,1,CG
37549,1,ZA
37550,1,CG
37551,1,TN
37552,1,GM
37553,1,SC
37554,1,ZW
37555,1,NG
37556,1,MZ
37557,1,LR
37558,1,LY
37559,1,GW
37560,1,LR
37561,1,ZA
37562,1,EG
37563,1,SO
37564,1,ZA
37565,1,NG
37566,1,LY
37567,1,NG
37568,1,ZW
37569,1,ZM
37570,1,GH
37571,1,CD
37572,1,LY
37573,1,CG
37574,1,EG
37575,1,CV
37576,1,TZ
37577,1,BF
37578,1,KE
37579,1,KE
37580,1,LR
37581,1,NG
37582,1,GA
37583,1,EG
37584,1,SS
37585,1,EG
37586,1,BI
37587,1,NG
37588,1,NG
37589,1,ZA
37590,1,AO
37591,1,NG
37592,1,TZ
37593,1,AO
37594,1,SS
37595,1,ZA
37596,1,ZA
37597,1,ZA
37598,1,CD
37599,1,ZA
37601,1,KE
37602,1,TZ
37603,1,AO
37604,1,BW
37605,1,NG
37606,1,LY
37607,1,TZ
37608,1,MG
37609,1,CD
37610,1,UG
37611,1,ZA
37612,1,GN
37613,1,GH
37614,1,YT
37615,1,NG
37616,1,GA
37617,1,LS
37618,1,ZA
37619,1,RW
37620,1,CM
37621,1,ZA
37622,1,MU
37623,1,GH
37624,1,ZA
37625,1,GH
37626,1,NG
37627,1,ZA
37628,1,ZA
37629,1,NG
37630,1,ZA
37631,1,SS
37632,1,DZ
37633,1,DZ
37634,1,ZA
37635,1,MZ
37636,1,NG
37637,1,NG
37638,1,CD
37639,1,ZA
37640,1,ZA
37641,1,CM
37642,1,LS
37643,1,NG
37644,1,SO
37645,1,AO
37646,1,SS
37647,1,GH
37648,1,BF
37649,1,SN
37650,1,ZA
37651,1,MW
37652,1,ZA
37653,1,ZA
37654,1,RW
37655,1,BJ
37656,1,ZA
37657,1,NG
37658,1,ZA
37659,1,TZ
37660,1,NG
37661,1,NG
37662,1,MU
37663,1,ZA
37664,1,EG
37665,1,GN
37666,1,ZA
37667,1,ZA
37668,1,ZA
37669,1,GA
37670,1,ZA
37671,1,TN
37672,1,CM
37673,1,ZA
37674,1,MU
37675,1,ZA
37676,1,NG
37677,1,CD
37678,1,BW
37679,1,UG
37680,1,ZA
37681,1,NG
37682,1,NG
37683,1,UG
37684,1,KE
37685,1,KE
37686,1,NG
37687,1,NG
37688,1,NG
37689,1,UG
37690,1,GH
37691,1,ZA
37692,1,MU
37693,1,TN
37694,1,NA
37695,1,BI
37696,1,SZ
37697,1,MZ
37698,1,GM
37699,1,ZA
37700,1,ZA
37701,1,ZA
37702,1,NG
37703,1,TN
37705,1,TN
37706,1,TN
37707,1,SC
37708,1,MU
37709,1,TN
37710,1,TZ
37711,1,BW
37712,1,MW
37713,1,MW
37714,1,NG
37715,1,LR
327683,1,ZA
327684,1,NG
327685,1,ZA
327686,1,MU
327687,1,UG
327688,1,ZA
327689,1,KE
327690,1,UG
327691,1,AO
327692,1,UG
327693,1,ZA
327694,1,NA
327695,1,GH
327697,1,NG
327698,1,ZA
327699,1,MG
327700,1,MZ
327701,1,ZA
327702,1,SO
327703,1,ZA
327704,1,NG
327705,1,NG
327706,1,TZ
327707,1,RW
327708,1,RW
327709,1,SC
327710,1,CI
327711,1,NE
327712,1,DZ
327713,1,KE
327714,1,TZ
327715,1,ZA
327716,1,BW
327717,1,UG
327718,1,TN
327719,1,GM
327720,1,BI
327721,1,NG
327722,1,ML
327723,1,NG
327724,1,UG
327725,1,ST
327726,1,ZA
327727,1,UG
327728,1,TZ
327729,1,NG
327730,1,TZ
327731,1,BJ
327732,1,SO
327733,1,ZA
327734,1,BI
327735,1,NA
327736,1,LY
327737,1,ZA
327738,1,CD
327739,1,KE
327740,1,KE
327741,1,CM
327742,1,SO
327743,1,CG
327744,1,UG
327745,1,ZA
327746,1,CI
327747,1,SO
327748,1,KE
327749,1,ZA
327750,1,ZA
327751,1,ZA
327752,1,LY
327753,1,KE
327754,1,ZA
327755,1,RW
327756,1,TD
327757,1,BW
327758,1,BW
327759,1,MZ
327760,1,BW
327761,1,ZA
327762,1,SZ
327763,1,NG
327764,1,SO
327765,1,SZ
327766,1,KE
327767,1,ZA
327768,1,SO
327769,1,GW
327770,1,ZW
327771,1,TZ
327772,1,ZA
327773,1,CI
327774,1,TZ
327775,1,AO
327776,1,BW
327777,1,ZA
327778,1,TZ
327779,1,DJ
327780,1,KE
327781,1,ZA
327782,1,ZA
327783,1,ZA
327784,1,NG
327785,1,ZA
327786,1,SS
327787,1,ZA
327788,1,AO
327789,1,KE
327790,1,ZA
327791,1,ZA
327792,1,TZ
327793,1,KE
327794,1,ZA
327795,1,TZ
327796,1,GA
327797,1,CD
327798,1,BI
327799,1,BI
327801,1,AO
327802,1,TD
327803,1,NG
327804,1,ZA
327805,1,ZA
327806,1,AO
327807,1,NG
327808,1,ZA
327809,1,SN
327810,1,NG
327811,1,ZA
327812,1,ZA
327813,1,ZA
327814,1,GH
327815,1,NA
327816,1,SL
327817,1,ZA
327818,1,BJ
327819,1,TZ
327820,1,CM
327821,1,MU
327822,1,ZA
327823,1,NG
327824,1,ZA
327825,1,ZA
327826,1,ZA
327828,1,SO
327829,1,CG
327830,1,BW
327831,1,DJ
327832,1,ZA
327833,1,AO
327834,1,MG
327835,1,ZA
327836,1,TD
327837,1,SC
327838,1,EG
327839,1,ZA
327840,1,ZA
327841,1,ZA
327842,1,NA
327843,1,NG
327844,1,TZ
327845,1,GH
327846,1,EG
327847,1,KE
327848,1,GH
327849,1,ZA
327850,1,ZA
327851,1,ZA
327852,1,TZ
327853,1,GH
327854,1,GH
327855,1,TZ
327856,1,NG
327857,1,NG
327858,1,ZA
327859,1,TZ
327860,1,SS
327861,1,SC
327862,1,CV
327863,1,ZW
327864,1,TD
327865,1,NA
327866,1,MG
327867,1,ZA
327869,1,NG
327870,1,CD
327871,1,BF
327872,1,ZA
327873,1,MU
327874,1,RE
327875,1,CD
327876,1,GA
327877,1,DZ
327878,1,ZA
327879,1,CD
327880,1,ZA
327881,1,SD
327883,1,EG
327884,1,KE
327885,1,TZ
327887,1,LR
327888,1,TZ
327889,1,ZA
327890,1,GH
327891,1,NG
327892,1,ZA
327893,1,ZA
327894,1,ZA
327895,1,NG
327896,1,ZA
327897,1,ZA
327898,1,NG
327899,1,RW
327900,1,TZ
327901,1,ZA
327902,1,NG
327903,1,SL
327904,1,ZM
327905,1,TZ
327906,1,KE
327907,1,ZA
327908,1,ZA
327909,1,ZA
327910,1,ZA
327911,1,ZA
327912,1,TZ
327913,1,MU
327914,1,MU
327915,1,NG
327916,1,SS
327917,1,MA
327918,1,AO
327919,1,MU
327920,1,CM
327921,1,LY
327922,1,ZA
327923,1,ZA
327924,1,NG
327925,1,GH
327926,1,ZA
327927,1,KE
327928,1,GH
327929,1,DZ
327930,1,ZA
327931,1,DZ
327932,1,AO
327933,1,CD
327934,1,TN
327935,1,ZA
327936,1,ZA
327937,1,CD
327938,1,KE
327939,1,ZA
327940,1,NG
327941,1,MW
327942,1,NG
327943,1,ZA
327944,1,GH
327945,1,KE
327946,1,ZA
327947,1,GH
327948,1,KE
327949,1,ZA
327950,1,ZA
327951,1,MZ
327952,1,NG
327953,1,NG
327954,1,ZA
327955,1,GA
327956,1,RE
327957,1,ZA
327958,1,ZA
327959,1,UG
327960,1,ZA
327961,1,ZA
327962,1,ZA
327963,1,KE
327964,1,KE
327965,1,GH
327966,1,ZA
327967,1,ZA
327968,1,ZA
327969,1,TN
327970,1,KE
327971,1,ZW
327972,1,KE
327973,1,UG
327974,1,CI
327975,1,TD
327976,1,ZA
681,1,NZ
1221,1,AU
1233,1,JP
1237,1,KR
1250,1,SG
1659,1,TW
1704,1,KR
1768,2,TW
1781,1,KR
1851,1,AU
2144,1,AU
2385,1,KR
2497,32,JP
2537,1,NZ
2554,1,JP
2563,1,KR
2569,2,NZ
2697,1,IN
2706,1,JP
2713,1,JP
2756,1,NZ
2764,1,AU
2772,1,HK
2823,1,AU
2907,1,JP
2915,1,JP
2925,2,NZ
3357,1,KR
3363,1,HK
3382,1,ID
3391,1,JP
3395,1,AU
3460,1,CN
3462,1,TW
3488,1,JP
3510,1,JP
3550,1,PH
3558,1,AU
3559,1,KR
3583,1,ID
3605,1,GU
3608,1,KR
3661,1,HK
3662,1,HK
3689,5,HK
3711,1,NZ
3717,1,CN
3747,1,NZ
3748,1,KR
3757,1,KR
3758,1,SG
3773,1,NZ
3775,1,JP
3784,1,KR
3786,1,KR
3787,1,NZ
3813,1,KR
3825,1,KR
3836,1,TH
3839,1,TH
3840,1,AU
3929,1,NZ
3969,1,IN
3976,1,KR
4007,1,NP
4040,1,KR
4049,1,NZ
4058,1,HK
4060,1,KR
4134,1,CN
4142,1,HK
4158,1,HK
4174,2,AU
4197,1,JP
4202,1,KR
4251,1,JP
4274,1,TH
4352,1,HK
4381,1,AU
4382,1,ID
4431,1,HK
4433,1,AU
4434,1,ID
4515,1,HK
4528,1,HK
4538,1,CN
4594,1,HK
4605,1,HK
4608,1,AU
4609,1,MO
4610,1,NZ
4611,1,CN
4612,1,HK
4613,1,NP
4614,1,HK
4615,1,PK
4616,1,HK
4617,1,BN
4618,1,TH
4619,1,HK
4620,1,HK
4621,1,TH
4622,1,ID
4623,1,HK
4624,1,HK
4625,1,HK
4626,1,HK
4627,1,HK
4628,1,SG
4629,1,JP
4630,1,HK
4631,1,SG
4632,1,AU
4633,1,HK
4634,1,AU
4635,1,HK
4636,1,TW
4637,1,HK
4638,1,FJ
4639,1,HK
4640,1,HK
4641,1,HK
4642,1,HK
4643,1,AU
4644,1,HK
4645,1,HK
4646,1,HK
4647,1,AU
4648,1,NZ
4649,1,HK
4650,1,HK
4651,2,TH
4653,1,AU
4654,1,HK
4655,1,HK
4656,1,HK
4657,1,SG
4658,1,HK
4659,1,CN
4660,1,KR
4661,1,PK
4662,1,TW
4663,1,KR
4664,1,KR
4665,1,KR
4666,1,KR
4667,1,NZ
4668,1,KR
4669,1,KR
4670,1,KR
4671,1,KR
4672,64,JP
4736,1,AU
4737,1,AU
4738,1,AU
4739,1,AU
4740,1,AU
4741,1,TH
4742,1,AU
4744,1,AU
4745,1,KR
4746,1,HK
4747,1,TW
4748,1,HK
4749,1,AU
4750,1,TH
4751,1,CN
4752,1,AU
4753,1,KR
4754,1,IN
4755,1,IN
4756,1,KR
4757,1,KR
4758,1,IN
4759,1,PH
4760,1,HK
4761,1,ID
4762,1,TH
4763,1,NZ
4764,1,AU
4765,1,SG
4766,1,KR
4767,1,TH
4768,1,NZ
4769,1,MY
4770,1,NZ
4771,1,NZ
4772,1,SG
4773,1,SG
4774,1,JP
4775,1,PH
4776,1,TH
4777,1,JP
4778,1,AU
4779,1,PH
4780,4,TW
4784,1,TH
4785,1,AU
4786,1,AU
4787,1,ID
4788,1,MY
4789,1,CN
4790,4,KR
4794,1,AU
4795,1,ID
4796,1,ID
4797,1,IN
4798,1,CN
4799,1,CN
4800,1,ID
4802,1,AU
4803,1,TH
4804,1,AU
4805,1,AU
4806,2,AU
4808,1,CN
4809,2,CN
4811,1,CN
4812,2,CN
4814,1,CN
4815,2,CN
4817,1,AU
4818,1,MY
4819,1,AU
4820,1,AU
4821,1,ID
4822,1,AU
4823,1,TH
4824,1,AU
4825,1,AU
4826,1,AU
4827,1,TH
4828,1,HK
4829,1,AU
4830,1,NZ
4831,1,NZ
4832,2,ID
4834,1,NZ
4835,1,CN
4836,1,SG
4837,1,CN
4838,1,AU
4839,2,CN
4841,1,AU
4842,1,AU
4843,1,CN
4844,1,SG
4845,1,TW
4846,1,AU
4847,1,CN
4848,1,HK
4849,1,HK
4850,1,MN
4851,1,AU
4852,1,AU
4853,1,AU
4854,1,AU
4855,1,ID
4856,1,TH
4857,1,AU
4858,1,AU
4859,1,CN
4860,1,AU
4861,1,KR
4862,1,HK
4863,1,PH
4961,1,KR
5017,2,HK
5051,1,KR
5085,1,HK
5087,1,LK
5709,1,NZ
6068,1,KR
6262,1,AU
6619,1,KR
6648,1,PH
7131,1,GU
7175,1,AU
7467,1,AU
7468,1,HK
7469,1,AU
7470,1,TH
7471,1,AU
7472,1,SG
7473,1,SG
7474,1,AU
7475,2,AU
7477,1,AU
7478,1,TW
7479,1,HK
7480,4,TW
7484,1,HK
7485,1,TH
7486,1,AU
7487,1,IN
7488,1,JP
7489,1,HK
7491,1,PH
7492,1,AU
7493,1,HK
7494,1,AF
7495,1,PH
7496,1,AU
7497,1,CN
7498,1,AU
7499,1,HK
7500,32,JP
7532,8,TW
7540,1,HK
7541,1,TW
7542,1,AU
7543,1,JP
7544,1,PH
7545,1,AU
7546,1,AU
7547,2,CN
7549,1,CN
7550,1,AU
7551,1,AU
7552,1,VN
7553,1,AU
7554,1,AU
7555,1,AU
7556,1,AU
7557,8,KR
7565,1,BD
7567,1,AU
7568,1,TH
7569,7,AU
7576,1,CN
7577,1,HK
7578,1,AU
7579,2,AU
7581,1,HK
7582,1,MO
7583,1,AU
7584,1,NZ
7585,1,AU
7586,1,AU
7587,1,ID
7588,1,TH
7589,1,SE
7590,1,PK
7591,2,AU
7594,1,AU
7595,1,SG
7596,1,TH
7597,1,ID
7598,1,AU
7599,1,NZ
7600,2,AU
7602,1,VN
7603,1,AU
7604,1,AU
7605,1,AU
7606,1,AU
7607,1,AU
7608,1,AU
7609,1,AU
7610,1,SG
7611,1,PH
7612,1,AU
7613,1,TH
7614,1,HK
7615,1,AU
7616,1,TH
7617,1,HK
7618,1,TW
7619,1,HK
7620,8,KR
7629,1,PH
7630,1,TH
7631,1,AU
7632,1,ID
7633,1,IN
7634,1,SG
7636,1,TH
7637,1,AU
7638,4,CN
7642,1,MV
7643,1,VN
7644,1,AU
7645,1,AU
7646,1,HK
7647,1,AU
7648,1,AU
